"order_number","sales_channel","warehouse_code","procured_date","order_date","ship_date","delivery_date","currency_code","sales_team_id","customer_id","store_id","product_id","order_quantity","discount_applied","unit_cost","unit_price"
"SO - 000285","Distributor","WARE-NMK1003","10/4/18","22/6/18","16/7/18","24/7/18","USD",24,4,177,33,5,0.1,"374.53","871"
"SO - 000286","In-Store","WARE-NBV1002","10/4/18","22/6/18","17/7/18","21/7/18","USD",2,4,81,18,1,0.1,"1789.70","2485.70"
"SO - 000287","In-Store","WARE-MKL1006","10/4/18","22/6/18","13/7/18","17/7/18","USD",1,40,365,41,4,0.4,"1922.90","2345.00"
"SO - 000288","Online","WARE-XYS1001","10/4/18","22/6/18","12/7/18","21/7/18","USD",15,19,48,27,2,0.05,"749.66","1118.90"
"SO - 000289","In-Store","WARE-XYS1001","10/4/18","22/6/18","25/6/18","2/7/18","USD",11,24,11,42,4,0.1,"1397.62","1996.60"
"SO - 000290","In-Store","WARE-NMK1003","10/4/18","22/6/18","10/7/18","20/7/18","USD",11,6,127,39,1,0.075,"390.61","710.2"
"SO - 000291","Online","WARE-NMK1003","10/4/18","22/6/18","15/7/18","22/7/18","USD",13,6,201,35,4,0.05,"1790.91","3979.80"
"SO - 000292","In-Store","WARE-MKL1006","31/12/17","22/6/18","11/7/18","13/7/18","USD",8,9,339,28,3,0.075,"440.79","1025.10"
"SO - 000293","In-Store","WARE-NMK1003","31/12/17","22/6/18","4/7/18","9/7/18","USD",3,3,198,9,7,0.2,"1309.98","2519.20"
"SO - 000294","Online","WARE-NMK1003","31/12/17","22/6/18","18/7/18","25/7/18","USD",15,36,150,2,7,0.05,"3471.87","5031.70"
"SO - 000295","Online","WARE-PUJ1005","10/4/18","23/6/18","1/7/18","4/7/18","USD",19,27,311,46,1,0.1,"768.22","1829.10"
"SO - 000296","In-Store","WARE-PUJ1005","10/4/18","23/6/18","16/7/18","22/7/18","USD",5,29,304,25,5,0.075,"900.48","1072.00"
"SO - 000297","In-Store","WARE-UHY1004","10/4/18","23/6/18","8/7/18","14/7/18","USD",5,11,247,32,1,0.2,"1828.30","2539.30"
"SO - 000298","In-Store","WARE-PUJ1005","10/4/18","23/6/18","11/7/18","18/7/18","USD",11,24,265,41,1,0.075,"2027.69","3899.40"
"SO - 000299","In-Store","WARE-MKL1006","10/4/18","24/6/18","27/6/18","30/6/18","USD",5,38,366,37,3,0.2,"3380.22","5045.10"
"SO - 000300","Online","WARE-NMK1003","10/4/18","24/6/18","14/7/18","15/7/18","USD",19,38,125,14,8,0.05,"522.6","1005.00"
"SO - 000301","Wholesale","WARE-NMK1003","10/4/18","24/6/18","10/7/18","17/7/18","USD",27,20,182,47,7,0.1,"1219.40","2438.80"
"SO - 000302","In-Store","WARE-NMK1003","10/4/18","25/6/18","10/7/18","13/7/18","USD",11,46,152,24,4,0.3,"2035.33","3336.60"
"SO - 000303","In-Store","WARE-UHY1004","10/4/18","25/6/18","14/7/18","15/7/18","USD",1,38,256,25,4,0.15,"857.06","1098.80"
"SO - 000304","Online","WARE-NBV1002","10/4/18","25/6/18","18/7/18","21/7/18","USD",19,5,66,20,2,0.075,"970.43","1902.80"
"SO - 000305","Online","WARE-NMK1003","31/12/17","25/6/18","5/7/18","13/7/18","USD",17,32,156,33,4,0.075,"2190.70","3477.30"
"SO - 000306","Wholesale","WARE-NMK1003","10/4/18","26/6/18","13/7/18","17/7/18","USD",26,36,200,10,1,0.1,"1481.77","2599.60"
"SO - 000307","Online","WARE-PUJ1005","10/4/18","26/6/18","20/7/18","22/7/18","USD",12,1,299,7,1,0.075,"506.99","1078.70"
"SO - 000308","Online","WARE-NMK1003","31/12/17","26/6/18","15/7/18","19/7/18","USD",17,22,199,31,5,0.2,"533.05","1045.20"
"SO - 000309","Online","WARE-NMK1003","31/12/17","26/6/18","19/7/18","22/7/18","USD",15,21,157,1,2,0.05,"787.92","1125.60"
"SO - 000310","In-Store","WARE-NMK1003","10/4/18","26/6/18","16/7/18","18/7/18","USD",1,14,187,22,8,0.05,"762.8","1105.50"
"SO - 000311","Online","WARE-NBV1002","31/12/17","26/6/18","24/7/18","3/8/18","USD",18,50,84,46,1,0.1,"1668.03","2606.30"
"SO - 000312","Distributor","WARE-UHY1004","10/4/18","26/6/18","1/7/18","11/7/18","USD",22,41,228,25,8,0.075,"95.68","227.8"
"SO - 000313","Distributor","WARE-NMK1003","10/4/18","26/6/18","20/7/18","24/7/18","USD",22,35,180,29,7,0.05,"123.95","167.5"
"SO - 000314","In-Store","WARE-UHY1004","31/12/17","26/6/18","8/7/18","11/7/18","USD",7,21,250,16,3,0.1,"538.48","1145.70"
"SO - 000315","In-Store","WARE-PUJ1005","10/4/18","26/6/18","12/7/18","13/7/18","USD",4,37,326,36,7,0.075,"2157.67","2599.60"
"SO - 000316","Distributor","WARE-NMK1003","10/4/18","27/6/18","9/7/18","17/7/18","USD",24,14,136,18,1,0.05,"1969.80","3939.60"
"SO - 000317","In-Store","WARE-NMK1003","10/4/18","27/6/18","18/7/18","21/7/18","USD",2,18,112,37,8,0.075,"1584.55","2881.00"
"SO - 000318","In-Store","WARE-NMK1003","10/4/18","27/6/18","4/7/18","6/7/18","USD",3,22,108,43,2,0.05,"2003.30","3852.50"
"SO - 000319","Wholesale","WARE-XYS1001","10/4/18","27/6/18","4/7/18","10/7/18","USD",27,48,56,42,2,0.05,"546.72","1139.00"
"SO - 000320","Distributor","WARE-NMK1003","10/4/18","27/6/18","6/7/18","9/7/18","USD",23,7,195,25,4,0.05,"2040.55","2519.20"
"SO - 000321","In-Store","WARE-NBV1002","31/12/17","27/6/18","18/7/18","23/7/18","USD",9,33,82,42,1,0.15,"703.63","1192.60"
"SO - 000322","In-Store","WARE-UHY1004","10/4/18","27/6/18","29/6/18","9/7/18","USD",5,18,215,14,5,0.075,"1013.04","2412.00"
"SO - 000323","In-Store","WARE-NMK1003","10/4/18","27/6/18","18/7/18","22/7/18","USD",9,6,134,47,7,0.05,"2057.57","2479.00"
"SO - 000324","Wholesale","WARE-PUJ1005","10/4/18","27/6/18","13/7/18","14/7/18","USD",26,10,322,35,7,0.1,"1330.35","1956.40"
"SO - 000325","Online","WARE-NMK1003","10/4/18","27/6/18","5/7/18","14/7/18","USD",15,4,176,42,5,0.3,"722.73","1078.70"
"SO - 000326","In-Store","WARE-NBV1002","31/12/17","27/6/18","12/7/18","22/7/18","USD",6,22,70,26,1,0.075,"945.91","1212.70"
"SO - 000327","Online","WARE-UHY1004","10/4/18","27/6/18","6/7/18","13/7/18","USD",18,48,252,29,5,0.075,"821.69","978.2"
"SO - 000328","In-Store","WARE-PUJ1005","10/4/18","27/6/18","14/7/18","18/7/18","USD",4,28,275,45,3,0.05,"120.2","174.2"
"SO - 000329","Online","WARE-UHY1004","10/4/18","27/6/18","8/7/18","12/7/18","USD",19,25,226,17,3,0.15,"630.34","1125.60"
"SO - 000330","Online","WARE-PUJ1005","10/4/18","28/6/18","10/7/18","11/7/18","USD",20,49,288,6,6,0.15,"468.73","1065.30"
"SO - 000331","Online","WARE-NBV1002","10/4/18","28/6/18","16/7/18","22/7/18","USD",15,11,60,12,5,0.075,"2724.89","3892.70"
"SO - 000332","Online","WARE-PUJ1005","10/4/18","28/6/18","18/7/18","26/7/18","USD",17,19,297,9,2,0.3,"120.47","207.7"
"SO - 000333","In-Store","WARE-NBV1002","10/4/18","28/6/18","13/7/18","18/7/18","USD",3,20,75,23,7,0.3,"948.72","1185.90"
"SO - 000334","In-Store","WARE-MKL1006","10/4/18","28/6/18","10/7/18","17/7/18","USD",10,15,352,18,2,0.15,"1629.31","2586.20"
"SO - 000335","In-Store","WARE-XYS1001","10/4/18","28/6/18","8/7/18","13/7/18","USD",8,26,25,30,4,0.3,"1960.42","2579.50"
"SO - 000336","Online","WARE-XYS1001","10/4/18","28/6/18","21/7/18","27/7/18","USD",16,7,23,36,8,0.075,"2806.50","6378.40"
"SO - 000337","Distributor","WARE-PUJ1005","10/4/18","28/6/18","3/7/18","11/7/18","USD",24,26,292,31,7,0.2,"2226.14","3008.30"
"SO - 000338","In-Store","WARE-NMK1003","10/4/18","28/6/18","25/7/18","1/8/18","USD",11,49,140,20,3,0.075,"930.36","1755.40"
"SO - 000339","Online","WARE-NMK1003","31/12/17","28/6/18","9/7/18","10/7/18","USD",13,28,171,14,8,0.075,"740.35","1139.00"
"SO - 000340","In-Store","WARE-XYS1001","10/4/18","28/6/18","13/7/18","17/7/18","USD",11,46,44,38,5,0.075,"4556.40","6157.30"
"SO - 000341","Online","WARE-XYS1001","10/4/18","28/6/18","25/7/18","3/8/18","USD",18,33,43,40,7,0.1,"1093.24","2231.10"
"SO - 000342","In-Store","WARE-NBV1002","10/4/18","28/6/18","15/7/18","18/7/18","USD",11,23,64,8,7,0.1,"1859.25","2479.00"
"SO - 000343","Distributor","WARE-XYS1001","10/4/18","29/6/18","6/7/18","15/7/18","USD",21,35,18,10,4,0.05,"4793.85","6391.80"
"SO - 000344","Wholesale","WARE-PUJ1005","10/4/18","29/6/18","19/7/18","20/7/18","USD",27,4,263,39,2,0.05,"660.62","1139.00"
"SO - 000345","Online","WARE-NMK1003","10/4/18","29/6/18","1/7/18","8/7/18","USD",20,38,196,36,3,0.1,"1681.03","2586.20"
"SO - 000346","In-Store","WARE-UHY1004","10/4/18","29/6/18","4/7/18","8/7/18","USD",1,36,206,35,4,0.05,"1871.71","3899.40"
"SO - 000347","In-Store","WARE-NBV1002","10/4/18","29/6/18","24/7/18","29/7/18","USD",8,25,80,43,8,0.05,"599.38","951.4"
"SO - 000348","In-Store","WARE-NMK1003","10/4/18","30/6/18","20/7/18","24/7/18","USD",4,8,172,38,1,0.05,"3476.90","5607.90"
"SO - 000349","In-Store","WARE-PUJ1005","10/4/18","30/6/18","4/7/18","11/7/18","USD",6,12,274,37,2,0.075,"827.72","1165.80"
"SO - 000350","Online","WARE-PUJ1005","10/4/18","30/6/18","27/7/18","6/8/18","USD",16,17,277,44,2,0.05,"1520.77","1949.70"
"SO - 000351","Distributor","WARE-NMK1003","10/4/18","30/6/18","11/7/18","16/7/18","USD",21,40,147,34,8,0.1,"2690.05","3685.00"
"SO - 000352","Distributor","WARE-MKL1006","10/4/18","30/6/18","17/7/18","26/7/18","USD",20,3,332,17,2,0.4,"1816.84","2633.10"
"SO - 000353","Online","WARE-PUJ1005","10/4/18","30/6/18","11/7/18","13/7/18","USD",19,26,274,23,1,0.075,"460.96","1072.00"
"SO - 000354","In-Store","WARE-XYS1001","10/4/18","30/6/18","4/7/18","5/7/18","USD",1,38,33,8,1,0.075,"1910.30","3537.60"
"SO - 000355","In-Store","WARE-UHY1004","10/4/18","30/6/18","21/7/18","24/7/18","USD",9,41,233,13,8,0.2,"622.5","1092.10"
"SO - 000356","In-Store","WARE-PUJ1005","31/12/17","30/6/18","20/7/18","22/7/18","USD",12,17,262,5,4,0.05,"1136.66","1748.70"
"SO - 000357","Online","WARE-XYS1001","10/4/18","30/6/18","24/7/18","29/7/18","USD",18,49,6,9,8,0.075,"739.61","891.1"
"SO - 000358","In-Store","WARE-NMK1003","10/4/18","30/6/18","21/7/18","28/7/18","USD",2,41,159,23,5,0.05,"1510.18","3082.00"
"SO - 000359","In-Store","WARE-NMK1003","10/4/18","30/6/18","17/7/18","21/7/18","USD",9,34,148,15,5,0.075,"776.66","1125.60"
"SO - 000360","In-Store","WARE-NMK1003","10/4/18","30/6/18","13/7/18","18/7/18","USD",7,46,102,22,6,0.075,"651.51","1252.90"
"SO - 000361","Wholesale","WARE-MKL1006","10/4/18","1/7/18","4/7/18","9/7/18","USD",28,44,362,45,1,0.075,"527.63","837.5"
"SO - 000362","Wholesale","WARE-PUJ1005","10/4/18","1/7/18","29/7/18","8/8/18","USD",25,21,295,40,1,0.075,"773.85","1031.80"
"SO - 000363","Online","WARE-UHY1004","10/4/18","1/7/18","6/7/18","9/7/18","USD",14,7,256,28,4,0.15,"1454.97","2385.20"
"SO - 000364","In-Store","WARE-NMK1003","10/4/18","1/7/18","16/7/18","18/7/18","USD",1,48,154,30,2,0.05,"1153.47","1802.30"
"SO - 000365","Wholesale","WARE-PUJ1005","10/4/18","1/7/18","19/7/18","22/7/18","USD",26,40,270,27,5,0.05,"753.62","1018.40"
"SO - 000366","Online","WARE-NMK1003","10/4/18","1/7/18","7/7/18","12/7/18","USD",13,35,102,40,7,0.4,"1815.30","3946.30"
"SO - 000367","In-Store","WARE-NMK1003","10/4/18","1/7/18","20/7/18","21/7/18","USD",9,21,131,15,7,0.2,"2095.09","3953.00"
"SO - 000368","In-Store","WARE-NMK1003","31/12/17","2/7/18","16/7/18","22/7/18","USD",11,1,160,33,6,0.075,"3416.13","5098.70"
"SO - 000369","Online","WARE-MKL1006","10/4/18","2/7/18","10/7/18","15/7/18","USD",15,9,347,5,8,0.075,"1954.52","3758.70"
"SO - 000370","Distributor","WARE-XYS1001","10/4/18","2/7/18","7/7/18","11/7/18","USD",24,9,45,18,7,0.15,"610.5","911.2"
"SO - 000371","Distributor","WARE-UHY1004","10/4/18","2/7/18","4/7/18","6/7/18","USD",21,26,238,22,3,0.4,"379.89","904.5"
"SO - 000372","Online","WARE-NMK1003","10/4/18","2/7/18","8/7/18","18/7/18","USD",18,21,128,5,3,0.05,"410.04","911.2"
"SO - 000373","Online","WARE-XYS1001","10/4/18","2/7/18","8/7/18","11/7/18","USD",19,6,39,21,5,0.3,"134.4","227.8"
"SO - 000374","In-Store","WARE-NBV1002","10/4/18","2/7/18","21/7/18","27/7/18","USD",3,14,69,40,4,0.075,"117.12","254.6"
"SO - 000375","Wholesale","WARE-XYS1001","31/12/17","2/7/18","20/7/18","21/7/18","USD",27,33,29,35,3,0.075,"444.21","683.4"
"SO - 000376","In-Store","WARE-NMK1003","10/4/18","3/7/18","15/7/18","20/7/18","USD",4,43,159,20,7,0.05,"2234.12","3919.50"
"SO - 000377","Wholesale","WARE-MKL1006","10/4/18","3/7/18","24/7/18","25/7/18","USD",26,25,353,12,8,0.05,"786.31","1092.10"
"SO - 000378","In-Store","WARE-NMK1003","10/4/18","4/7/18","24/7/18","3/8/18","USD",4,10,199,20,4,0.05,"536.27","924.6"
"SO - 000379","Online","WARE-NMK1003","10/4/18","4/7/18","31/7/18","6/8/18","USD",17,45,182,22,8,0.05,"794.35","1018.40"
"SO - 000380","In-Store","WARE-MKL1006","10/4/18","4/7/18","25/7/18","28/7/18","USD",1,19,358,13,7,0.2,"1305.90","1788.90"
"SO - 000381","Distributor","WARE-NBV1002","10/4/18","4/7/18","1/8/18","8/8/18","USD",23,17,80,47,2,0.3,"538.48","944.7"
"SO - 000382","Wholesale","WARE-NMK1003","31/12/17","4/7/18","30/7/18","31/7/18","USD",25,39,140,29,3,0.1,"2573.81","3959.70"
"SO - 000383","In-Store","WARE-NMK1003","10/4/18","4/7/18","19/7/18","25/7/18","USD",6,11,146,41,5,0.05,"70.35","167.5"
"SO - 000384","Wholesale","WARE-NMK1003","10/4/18","4/7/18","15/7/18","23/7/18","USD",25,23,104,22,2,0.05,"1975.03","3872.60"
"SO - 000385","In-Store","WARE-NMK1003","31/12/17","4/7/18","14/7/18","23/7/18","USD",12,12,185,23,8,0.05,"3858.13","6539.20"
"SO - 000386","Distributor","WARE-XYS1001","10/4/18","4/7/18","23/7/18","24/7/18","USD",23,44,51,6,1,0.1,"779.08","1025.10"
"SO - 000387","Distributor","WARE-NMK1003","10/4/18","4/7/18","7/7/18","16/7/18","USD",21,31,190,29,3,0.1,"572.18","938"
"SO - 000388","Wholesale","WARE-MKL1006","10/4/18","4/7/18","8/7/18","16/7/18","USD",26,19,355,27,3,0.075,"804.8","1045.20"
"SO - 000389","Wholesale","WARE-UHY1004","10/4/18","4/7/18","19/7/18","25/7/18","USD",28,20,205,19,8,0.15,"112.23","167.5"
"SO - 000390","Online","WARE-MKL1006","10/4/18","4/7/18","30/7/18","31/7/18","USD",15,44,334,45,5,0.075,"1377.52","1721.90"
"SO - 000391","Online","WARE-UHY1004","10/4/18","5/7/18","16/7/18","19/7/18","USD",13,30,242,28,3,0.1,"466.92","676.7"
"SO - 000392","In-Store","WARE-NMK1003","10/4/18","5/7/18","11/7/18","18/7/18","USD",4,47,162,24,2,0.075,"82.08","167.5"
"SO - 000393","In-Store","WARE-UHY1004","10/4/18","5/7/18","9/7/18","17/7/18","USD",4,26,255,12,5,0.075,"895.12","1118.90"
"SO - 000394","Wholesale","WARE-XYS1001","10/4/18","5/7/18","30/7/18","9/8/18","USD",26,17,24,32,3,0.075,"933.98","1139.00"
"SO - 000395","In-Store","WARE-PUJ1005","10/4/18","5/7/18","16/7/18","26/7/18","USD",8,44,278,41,4,0.1,"751.94","1748.70"
"SO - 000396","In-Store","WARE-UHY1004","10/4/18","5/7/18","18/7/18","25/7/18","USD",5,13,258,27,8,0.05,"1140.88","1728.60"
"SO - 000397","Wholesale","WARE-NMK1003","10/4/18","5/7/18","16/7/18","26/7/18","USD",27,13,183,23,8,0.075,"500.49","1112.20"
"SO - 000398","In-Store","WARE-XYS1001","10/4/18","5/7/18","13/7/18","18/7/18","USD",3,9,58,1,6,0.05,"1454.97","2385.20"
"SO - 000399","Wholesale","WARE-NBV1002","31/12/17","5/7/18","10/7/18","17/7/18","USD",26,18,83,3,8,0.3,"172.46","221.1"
"SO - 000400","Distributor","WARE-NMK1003","10/4/18","6/7/18","2/8/18","12/8/18","USD",23,1,120,29,7,0.05,"2682.95","5708.40"
"SO - 000401","Online","WARE-PUJ1005","10/4/18","6/7/18","26/7/18","3/8/18","USD",18,38,288,40,1,0.3,"830.8","1038.50"
"SO - 000402","In-Store","WARE-XYS1001","10/4/18","6/7/18","9/7/18","19/7/18","USD",5,43,19,35,4,0.15,"3234.49","3993.20"
"SO - 000403","Online","WARE-NMK1003","31/12/17","6/7/18","1/8/18","4/8/18","USD",16,14,191,33,8,0.2,"792.34","1085.40"
"SO - 000404","Online","WARE-PUJ1005","10/4/18","6/7/18","21/7/18","22/7/18","USD",12,36,278,23,7,0.1,"2020.72","3886.00"
"SO - 000405","In-Store","WARE-PUJ1005","10/4/18","6/7/18","21/7/18","25/7/18","USD",6,21,294,4,3,0.2,"2670.96","3986.50"
"SO - 000406","Online","WARE-NMK1003","10/4/18","6/7/18","27/7/18","30/7/18","USD",18,41,120,32,3,0.075,"988.92","1206.00"
"SO - 000407","Wholesale","WARE-MKL1006","10/4/18","7/7/18","13/7/18","16/7/18","USD",28,38,357,7,1,0.3,"1050.23","1842.50"
"SO - 000408","Wholesale","WARE-PUJ1005","10/4/18","7/7/18","21/7/18","27/7/18","USD",27,22,296,35,3,0.05,"2930.04","5051.80"
"SO - 000409","Online","WARE-UHY1004","10/4/18","7/7/18","20/7/18","27/7/18","USD",14,4,248,39,1,0.075,"466.32","1165.80"
"SO - 000410","Online","WARE-MKL1006","10/4/18","7/7/18","25/7/18","26/7/18","USD",15,21,333,2,8,0.075,"2340.18","3966.40"
"SO - 000411","Online","WARE-PUJ1005","10/4/18","7/7/18","25/7/18","3/8/18","USD",13,17,322,22,3,0.2,"1495.91","1802.30"
"SO - 000412","Online","WARE-NMK1003","10/4/18","8/7/18","22/7/18","31/7/18","USD",19,36,153,31,5,0.075,"851.24","1105.50"
"SO - 000413","Online","WARE-XYS1001","10/4/18","8/7/18","24/7/18","28/7/18","USD",12,16,46,32,7,0.05,"1398.16","1889.40"
"SO - 000414","Online","WARE-MKL1006","10/4/18","8/7/18","31/7/18","1/8/18","USD",15,40,351,4,7,0.075,"661.96","1018.40"
"SO - 000415","In-Store","WARE-PUJ1005","10/4/18","8/7/18","21/7/18","22/7/18","USD",3,8,293,40,5,0.05,"2822.11","3865.90"
"SO - 000416","Wholesale","WARE-UHY1004","10/4/18","8/7/18","10/7/18","15/7/18","USD",28,30,256,13,7,0.1,"449.24","998.3"
"SO - 000417","Online","WARE-NMK1003","10/4/18","8/7/18","30/7/18","5/8/18","USD",18,48,148,31,2,0.075,"127.3","254.6"
"SO - 000418","Online","WARE-XYS1001","10/4/18","8/7/18","2/8/18","5/8/18","USD",13,13,6,38,5,0.4,"316.58","703.5"
"SO - 000419","Distributor","WARE-NBV1002","10/4/18","8/7/18","4/8/18","13/8/18","USD",23,47,62,1,6,0.05,"546.05","1092.10"
"SO - 000420","Online","WARE-NBV1002","10/4/18","8/7/18","27/7/18","4/8/18","USD",16,6,61,3,4,0.05,"560.79","1038.50"
"SO - 000421","In-Store","WARE-NMK1003","10/4/18","8/7/18","1/8/18","5/8/18","USD",3,50,188,37,4,0.15,"1894.89","2398.60"
"SO - 000422","Wholesale","WARE-NMK1003","10/4/18","9/7/18","12/7/18","14/7/18","USD",28,32,150,7,4,0.05,"368.1","897.8"
"SO - 000423","Distributor","WARE-XYS1001","10/4/18","9/7/18","29/7/18","6/8/18","USD",25,30,39,46,7,0.15,"3179.69","5212.60"
"SO - 000424","Online","WARE-NMK1003","10/4/18","9/7/18","13/7/18","20/7/18","USD",15,46,102,22,3,0.05,"206.23","254.6"
"SO - 000425","In-Store","WARE-UHY1004","10/4/18","9/7/18","31/7/18","4/8/18","USD",3,29,236,3,4,0.075,"2120.15","3926.20"
"SO - 000426","Online","WARE-PUJ1005","10/4/18","9/7/18","27/7/18","5/8/18","USD",17,13,312,12,8,0.1,"582.9","1165.80"
"SO - 000427","In-Store","WARE-NMK1003","10/4/18","9/7/18","2/8/18","7/8/18","USD",7,44,183,6,1,0.15,"2354.11","3859.20"
"SO - 000428","In-Store","WARE-NBV1002","10/4/18","9/7/18","29/7/18","31/7/18","USD",3,4,69,41,6,0.05,"100.5","167.5"
"SO - 000429","Distributor","WARE-MKL1006","10/4/18","9/7/18","15/7/18","17/7/18","USD",21,22,330,24,8,0.05,"891.3","1681.70"
"SO - 000430","Distributor","WARE-NMK1003","10/4/18","9/7/18","6/8/18","7/8/18","USD",22,38,137,3,8,0.05,"665.71","924.6"
"SO - 000431","Distributor","WARE-NMK1003","10/4/18","9/7/18","23/7/18","2/8/18","USD",23,13,119,21,6,0.1,"3371.44","3966.40"
"SO - 000432","Online","WARE-PUJ1005","10/4/18","9/7/18","27/7/18","1/8/18","USD",15,19,283,43,7,0.1,"450.24","938"
"SO - 000433","In-Store","WARE-NBV1002","10/4/18","10/7/18","1/8/18","2/8/18","USD",7,20,81,30,6,0.2,"1090.76","1983.20"
"SO - 000434","In-Store","WARE-NMK1003","10/4/18","10/7/18","21/7/18","31/7/18","USD",10,27,165,7,7,0.075,"2094.82","2586.20"
"SO - 000435","In-Store","WARE-NBV1002","10/4/18","11/7/18","25/7/18","2/8/18","USD",7,14,87,2,3,0.05,"2051.47","3061.90"
"SO - 000436","Wholesale","WARE-PUJ1005","10/4/18","11/7/18","24/7/18","31/7/18","USD",28,30,323,39,1,0.2,"452.32","1051.90"
"SO - 000437","Distributor","WARE-UHY1004","10/4/18","11/7/18","16/7/18","22/7/18","USD",21,11,225,2,8,0.15,"104.52","261.3"
"SO - 000438","In-Store","WARE-NMK1003","10/4/18","11/7/18","27/7/18","1/8/18","USD",11,4,138,37,6,0.05,"3071.95","6143.90"
"SO - 000439","Distributor","WARE-NMK1003","10/4/18","11/7/18","31/7/18","3/8/18","USD",20,45,143,43,7,0.2,"1928.39","2472.30"
"SO - 000440","In-Store","WARE-PUJ1005","10/4/18","11/7/18","26/7/18","27/7/18","USD",2,6,316,9,3,0.075,"3075.23","3892.70"
"SO - 000441","In-Store","WARE-UHY1004","10/4/18","11/7/18","5/8/18","11/8/18","USD",11,33,216,14,1,0.05,"492.05","964.8"
"SO - 000442","In-Store","WARE-MKL1006","10/4/18","11/7/18","30/7/18","5/8/18","USD",2,46,342,12,8,0.2,"3104.24","3832.40"
"SO - 000443","In-Store","WARE-NMK1003","10/4/18","11/7/18","25/7/18","2/8/18","USD",2,12,190,45,7,0.2,"781.49","964.8"
"SO - 000444","In-Store","WARE-NMK1003","10/4/18","11/7/18","24/7/18","29/7/18","USD",6,48,122,40,1,0.05,"794.42","1118.90"
"SO - 000445","Online","WARE-PUJ1005","10/4/18","11/7/18","31/7/18","6/8/18","USD",16,43,319,6,8,0.05,"74.17","180.9"
"SO - 000446","Distributor","WARE-NMK1003","10/4/18","11/7/18","7/8/18","8/8/18","USD",22,23,96,24,7,0.05,"346.12","844.2"
"SO - 000447","In-Store","WARE-NMK1003","10/4/18","11/7/18","3/8/18","6/8/18","USD",7,25,96,11,7,0.2,"1780.26","3490.70"
"SO - 000448","Online","WARE-NBV1002","10/4/18","12/7/18","8/8/18","11/8/18","USD",20,39,66,9,5,0.2,"778.54","1112.20"
"SO - 000449","In-Store","WARE-NMK1003","10/4/18","12/7/18","8/8/18","15/8/18","USD",11,42,128,37,1,0.05,"568.16","1072.00"
"SO - 000450","Distributor","WARE-XYS1001","10/4/18","12/7/18","29/7/18","4/8/18","USD",24,20,1,41,3,0.075,"906.11","1078.70"
"SO - 000451","Wholesale","WARE-PUJ1005","10/4/18","12/7/18","26/7/18","1/8/18","USD",26,10,273,25,7,0.075,"3857.93","5433.70"
"SO - 000452","Online","WARE-PUJ1005","10/4/18","12/7/18","14/7/18","18/7/18","USD",16,17,309,24,8,0.05,"3163.94","3906.10"
"SO - 000453","Online","WARE-NMK1003","10/4/18","12/7/18","20/7/18","25/7/18","USD",13,21,103,30,4,0.15,"2090.07","2458.90"
"SO - 000454","Distributor","WARE-UHY1004","10/4/18","12/7/18","30/7/18","1/8/18","USD",24,8,258,10,3,0.075,"856.39","1112.20"
"SO - 000455","In-Store","WARE-NMK1003","10/4/18","12/7/18","16/7/18","17/7/18","USD",10,31,149,47,4,0.05,"745.71","1065.30"
"SO - 000456","In-Store","WARE-PUJ1005","10/4/18","12/7/18","24/7/18","30/7/18","USD",1,5,298,35,6,0.075,"1359.70","1862.60"
"SO - 000457","Wholesale","WARE-PUJ1005","10/4/18","12/7/18","31/7/18","4/8/18","USD",27,11,273,7,7,0.2,"1184.56","1822.40"
"SO - 000458","Wholesale","WARE-NMK1003","10/4/18","12/7/18","21/7/18","29/7/18","USD",26,35,161,12,7,0.05,"575.26","1065.30"
"SO - 000459","Online","WARE-XYS1001","10/4/18","12/7/18","24/7/18","31/7/18","USD",17,26,29,16,3,0.05,"4289.41","5875.90"
"SO - 000460","In-Store","WARE-NMK1003","10/4/18","12/7/18","1/8/18","6/8/18","USD",1,10,151,22,3,0.075,"708.73","1728.60"
"SO - 000461","Distributor","WARE-NMK1003","10/4/18","13/7/18","18/7/18","25/7/18","USD",24,50,125,45,4,0.05,"2452.74","3832.40"
"SO - 000462","Distributor","WARE-PUJ1005","10/4/18","13/7/18","10/8/18","17/8/18","USD",22,24,261,7,1,0.05,"861.08","1025.10"
"SO - 000463","Distributor","WARE-NMK1003","10/4/18","13/7/18","2/8/18","12/8/18","USD",24,1,115,45,4,0.05,"944.16","1815.70"
"SO - 000464","In-Store","WARE-PUJ1005","10/4/18","13/7/18","22/7/18","25/7/18","USD",4,22,294,1,2,0.075,"1689.20","3839.10"
