"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"3679-XASPY","Female",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.45,19.45,0
"1024-VRZHF","Male",0,"Yes","No",11,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,825.7,1
"6559-RAKOZ","Male",0,"Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",97.95,4917.9,0
"6982-UQZLY","Female",1,"Yes","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.85,20.85,1
"9233-PSYHO","Female",1,"No","No",45,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.15,4459.8,0
"4451-RWASJ","Male",0,"Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.5,239.75,0
"0876-WDUUZ","Female",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.4,425.9,1
"6332-FBZRI","Male",0,"Yes","Yes",67,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",69.35,4653.25,0
"1816-FLZDK","Male",0,"No","No",1,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",29.15,29.15,0
"4521-WFJAI","Male",0,"No","No",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.95,1444.05,0
"2582-FFFZR","Female",0,"No","No",22,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.6,1073.3,0
"1963-SVUCV","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.3,45.3,1
"4188-PCPIG","Female",0,"Yes","No",57,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.35,4124.65,0
"0883-EIBTI","Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.5,31.55,1
"7994-XIRTR","Male",1,"No","No",54,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",65.25,3529.95,0
"1299-AURJA","Female",0,"Yes","Yes",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.7,1685.9,0
"5519-YLDGW","Female",0,"Yes","No",21,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.9,2254.2,1
"2883-ILGWO","Male",1,"No","No",57,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.9,5913.95,0
"4190-MFLUW","Female",0,"Yes","Yes",10,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",55.2,528.35,1
"7821-DPRQE","Male",0,"Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",107.7,7320.9,0
"4080-IIARD","Female",0,"Yes","No",13,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",76.2,981.45,0
"2075-PUEPR","Male",0,"Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.35,1153.25,0
"2451-YMUXS","Male",1,"No","No",67,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",64.55,4250.1,0
"7252-NTGSS","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.15,45.15,0
"8129-GMVGI","Female",0,"Yes","Yes",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.05,1090.1,0
"8680-CGLTP","Male",0,"No","No",29,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Electronic check",58.75,1696.2,0
"2927-CVULT","Female",0,"Yes","Yes",53,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",104.05,5566.4,0
"6305-YLBMM","Male",0,"No","No",69,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.05,7262,1
"5766-FTRTS","Male",0,"Yes","No",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",84.45,6033.1,0
"9921-EZKBY","Male",0,"No","Yes",33,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.3,3275.15,0
"1222-LRYKO","Male",0,"No","Yes",6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",26.35,184.05,0
"9814-AOUDH","Male",0,"No","No",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.5,1050.5,0
"8919-FYFQZ","Male",1,"Yes","No",44,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",30.35,1359.7,1
"5519-NPHVG","Female",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,1046.1,1
"8510-BBWMU","Female",0,"No","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.75,806.95,0
"6784-XYJAE","Female",0,"No","No",36,"Yes","Yes","DSL","No","No","Yes","No","No","No","One year","No","Electronic check",55.8,1941.5,0
"2041-JIJCI","Female",0,"No","No",5,"Yes","Yes","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",64,370.25,0
"1410-RSCMR","Male",0,"Yes","Yes",7,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",71.35,515.75,0
"5906-DVAPM","Female",0,"Yes","Yes",55,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",75,4213.9,0
"0111-KLBQG","Male",1,"Yes","Yes",32,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",93.95,2861.45,0
"4701-LKOZD","Female",0,"No","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.75,6367.2,0
"0031-PVLZI","Female",0,"Yes","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,76.35,1
"3836-FZSDJ","Male",1,"Yes","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.85,1901,0
"0048-PIHNL","Female",0,"Yes","No",49,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.45,900.9,0
"5759-RCVCB","Female",0,"No","No",3,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","No","Credit card (automatic)",35.2,108.95,1
"9290-SHCMB","Female",1,"No","No",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.85,1235.55,0
"5135-GRQJV","Male",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",114.5,8331.95,0
"1261-FWTTE","Male",1,"No","No",23,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",34.65,768.45,0
"9717-IOAAF","Male",0,"No","Yes",27,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.85,788.55,0
"9620-QJREV","Male",0,"No","Yes",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.55,1013.05,0
"5649-RXQTV","Male",0,"No","No",51,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99,5038.15,0
"7330-WZLNC","Female",0,"No","No",5,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.8,455.5,1
"4257-GAESD","Female",0,"No","No",6,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",45,298.7,0
"6156-UZDLF","Female",0,"No","No",26,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",87.15,2274.1,0
"3916-NRPAP","Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",85.7,256.75,0
"7047-FWEYA","Female",0,"Yes","No",46,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",103.15,4594.65,0
"0820-FNRNX","Male",0,"Yes","Yes",17,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",66.7,1077.05,0
"5884-FBCTL","Female",0,"Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.1,1857.85,0
"3063-QFSZL","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.4,55.4,1
"3429-IFLEM","Female",0,"No","No",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",77.35,5550.1,0
"5223-UZAVK","Male",0,"No","No",64,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.3,6603.8,0
"5839-SUYVZ","Male",0,"No","No",16,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",74.55,1170.5,0
"2135-RXIHG","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.65,45.65,1
"3935-TBRZZ","Male",0,"Yes","Yes",44,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",25.7,1110.5,0
"6741-EGCBI","Male",1,"No","No",30,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",90.5,2595.85,0
"4847-QNOKA","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.9,44.9,1
"3877-JRJIP","Male",0,"No","No",1,"Yes","Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",59.85,59.85,1
"2429-AYKKO","Male",0,"No","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.85,1434.1,0
"6834-NXDCA","Female",0,"No","No",13,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",23.9,300.8,1
"7096-ZNBZI","Female",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",26.45,1914.5,0
"1051-EQPZR","Female",0,"Yes","Yes",44,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.6,780.25,0
"4685-TFLLS","Male",0,"Yes","Yes",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.8,342.3,0
"0117-LFRMW","Male",0,"Yes","Yes",37,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",40.2,1448.8,1
"8258-GSTJK","Male",1,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",77,237.75,1
"1833-TCXKK","Male",0,"Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",107.75,4882.8,0
"9114-AAFQH","Female",0,"Yes","No",48,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",65.65,3094.65,0
"9518-RWHZL","Female",0,"No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.05,6254.2,1
"4355-HBJHH","Male",0,"Yes","Yes",67,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",79.7,5293.4,1
"7831-QGOXH","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.2,1553.9,1
"3794-NFNCH","Male",0,"Yes","No",30,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",50,1474.9,0
"2696-RZVZW","Male",0,"Yes","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.05,1629.2,0
"2885-HIJDH","Male",0,"Yes","Yes",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.9,6194.1,0
"8894-JVDCV","Female",0,"No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",115.05,7133.45,0
"7639-OPLNG","Male",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",79.25,5731.85,0
"6253-GNHWH","Female",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",71.1,5224.95,0
"3620-EHIMZ","Female",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.35,1031.7,0
"9185-TQCVP","Male",0,"Yes","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.15,1139.2,1
"1222-KJNZD","Male",0,"Yes","Yes",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.4,745.3,0
"7647-GYYKX","Female",0,"Yes","Yes",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.35,1092.35,0
"5627-TVBPP","Female",0,"No","Yes",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.1,644.5,0
"5562-BETPV","Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.65,19.65,0
"4184-TJFAN","Female",1,"Yes","Yes",3,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",88.3,273.75,1
"6469-MRVET","Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",20.2,20.2,0
"3786-WOVKF","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",106.85,7677.4,0
"1984-GPTEH","Female",0,"No","No",29,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",25.15,702,0
"7445-WMRBW","Female",0,"No","No",48,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",73.85,3581.4,0
"3132-TVFDZ","Male",1,"Yes","No",57,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",44.85,2572.95,1
"1776-SPBWV","Female",0,"Yes","Yes",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.1,682.1,0
"4304-XUMGI","Male",1,"Yes","Yes",50,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Bank transfer (automatic)",75.15,3822.45,0
