days_to_21,all,felony,misdemeanor,murder,manslaughter,rape,robbery,assault,alcohol,drunk_at_risk,dui
852,4903,1366,3537,7,0,14,57,434,1426,4,904
853,4893,1405,3488,5,1,13,57,408,1425,2,942
854,5052,1457,3595,14,0,9,83,447,1409,6,904
855,4953,1412,3541,8,0,7,60,444,1440,3,979
856,4870,1323,3547,5,4,9,68,432,1429,8,910
857,4952,1364,3588,9,2,13,56,445,1478,5,962
858,4959,1439,3520,15,0,9,69,458,1439,2,983
859,4988,1377,3611,5,1,13,55,428,1534,4,976
860,5077,1433,3644,12,1,9,58,447,1476,6,945
861,4944,1411,3533,18,0,11,63,421,1447,4,924
862,4954,1417,3537,8,0,9,67,424,1385,4,912
863,5007,1496,3511,12,0,13,58,456,1336,4,890
864,5012,1439,3573,7,3,15,65,443,1482,8,941
865,5021,1440,3581,3,2,10,65,433,1484,10,977
866,5075,1371,3704,9,1,9,62,442,1517,8,983
867,4913,1418,3495,5,1,9,70,467,1385,5,913
868,4910,1349,3561,11,0,8,61,455,1458,7,951
869,5060,1454,3606,7,0,19,68,430,1486,11,930
870,4942,1401,3541,10,1,14,59,410,1433,2,928
871,4847,1392,3455,8,2,12,75,412,1433,2,947
872,4946,1392,3554,14,2,14,80,426,1447,6,947
873,5046,1430,3616,8,3,13,67,454,1444,7,933
874,5031,1404,3627,8,1,12,72,445,1474,9,950
875,4920,1410,3510,8,3,13,56,434,1426,8,944
876,4949,1388,3561,8,1,15,58,458,1444,3,962
877,4914,1446,3468,12,0,13,73,422,1425,2,943
878,4963,1479,3484,5,0,7,59,456,1396,9,931
879,4902,1408,3494,3,0,6,63,424,1408,7,931
880,4953,1450,3503,5,0,6,75,469,1405,1,924
881,4820,1318,3502,7,2,10,62,434,1421,5,906
882,4999,1403,3596,6,2,10,63,431,1416,2,896
883,5078,1430,3648,7,0,4,72,433,1514,5,1008
884,5014,1413,3601,10,3,11,62,438,1384,3,915
885,5044,1452,3592,15,0,3,70,423,1523,8,996
886,4940,1421,3519,9,1,17,76,420,1433,6,946
887,4963,1488,3475,6,2,12,64,458,1384,3,895
888,5060,1476,3584,12,1,12,60,443,1471,5,969
889,5088,1465,3623,8,3,13,75,487,1434,3,918
890,4911,1411,3500,7,0,11,70,449,1399,6,943
891,5051,1455,3596,4,0,13,59,484,1431,10,920
892,4983,1436,3547,7,1,10,62,450,1448,5,931
893,4906,1369,3537,9,1,8,67,403,1429,2,915
894,4897,1432,3465,9,1,12,74,401,1452,2,951
895,4980,1428,3552,12,2,16,70,433,1437,7,908
896,4946,1412,3534,5,3,8,65,405,1421,6,924
897,4909,1388,3521,8,1,12,55,440,1449,3,971
898,4983,1441,3542,7,0,7,63,457,1405,4,918
899,4919,1467,3452,9,0,12,55,442,1435,6,942
900,5022,1435,3587,7,1,11,72,444,1479,6,988
901,4978,1410,3568,4,0,14,86,404,1431,1,925
902,4893,1376,3517,6,0,15,73,442,1405,3,917
903,5078,1451,3627,7,0,10,66,446,1529,3,1003
904,4919,1483,3436,13,2,11,70,455,1443,5,939
905,4918,1426,3492,6,0,16,51,454,1457,8,951
906,4959,1433,3526,17,1,11,63,416,1510,2,941
907,5037,1446,3591,7,0,8,53,448,1457,2,975
908,4984,1487,3497,13,0,11,77,441,1454,7,990
909,5009,1483,3526,9,2,12,50,458,1433,5,977
910,5008,1472,3536,9,0,19,70,454,1450,3,976
911,4962,1395,3567,8,0,6,61,432,1479,2,969
912,4971,1339,3632,11,0,16,61,450,1485,9,963
913,4892,1335,3557,9,1,10,68,400,1447,6,950
914,5093,1373,3720,14,1,10,58,410,1507,7,994
915,4850,1302,3548,4,1,8,51,413,1468,2,975
916,4859,1370,3489,3,1,8,68,423,1415,7,896
917,4974,1448,3526,11,2,12,78,431,1437,7,918
918,4838,1406,3432,10,1,7,60,417,1413,4,917
919,4838,1361,3477,6,0,11,67,434,1387,6,877
920,4887,1348,3539,9,0,10,64,426,1419,4,905
921,5054,1459,3595,7,1,9,69,475,1445,6,962
922,4945,1401,3544,5,1,12,71,414,1485,8,962
923,4966,1463,3503,10,0,10,70,414,1431,3,930
924,5001,1404,3597,5,0,15,62,435,1518,5,967
925,4989,1399,3590,9,0,11,62,440,1457,4,961
926,4992,1508,3484,4,0,17,82,458,1372,6,913
927,4938,1405,3533,6,0,10,74,453,1409,5,916
928,5011,1455,3556,9,2,10,64,467,1424,3,935
929,4974,1366,3608,12,2,11,54,425,1478,10,958
930,5055,1435,3620,7,3,9,69,427,1437,4,944
931,4908,1378,3530,6,2,13,47,441,1400,3,909
932,4900,1374,3526,7,3,16,72,437,1443,7,929
933,4876,1388,3488,6,3,11,76,423,1416,3,906
934,4895,1440,3455,10,0,11,67,448,1375,6,882
935,4992,1411,3581,6,0,13,57,448,1488,1,969
936,4845,1400,3445,5,1,12,63,424,1411,3,936
937,4984,1391,3593,8,4,8,62,456,1449,4,948
938,4816,1382,3434,11,4,14,63,382,1356,6,866
939,4978,1443,3535,10,3,8,66,434,1458,4,944
940,4960,1431,3529,9,1,4,59,452,1459,3,950
941,4954,1400,3554,14,1,9,77,439,1487,9,984
942,5009,1406,3603,11,0,11,63,393,1523,7,1008
943,4802,1402,3400,2,2,8,64,408,1385,6,888
944,4981,1392,3589,10,0,11,55,455,1462,5,945
945,4873,1427,3446,8,3,13,60,448,1422,8,917
946,4932,1397,3535,11,2,11,65,433,1442,8,949
947,5055,1437,3618,9,3,17,80,411,1503,6,970
948,4976,1419,3557,11,0,11,56,480,1407,5,932
949,4982,1469,3513,5,0,8,71,433,1408,9,920
950,4812,1363,3449,9,0,9,69,431,1369,6,887
951,4913,1445,3468,8,1,15,82,429,1372,8,889
952,4967,1456,3511,8,2,13,64,424,1398,6,926
953,4830,1376,3454,10,0,12,57,424,1381,6,890
954,4928,1443,3485,8,0,16,73,435,1399,4,933
955,4922,1370,3552,7,0,8,55,430,1442,5,922
956,4791,1375,3416,3,0,15,72,421,1395,6,912
957,4879,1379,3500,13,1,10,56,441,1443,5,917
958,4919,1381,3538,8,0,15,53,460,1446,3,967
959,4833,1433,3400,7,2,8,63,392,1321,2,840
960,4839,1389,3450,6,2,9,50,431,1375,5,899
961,4893,1402,3491,5,1,7,52,444,1420,2,950
962,5050,1492,3558,7,1,15,72,450,1472,8,965
963,4946,1417,3529,10,0,10,59,433,1461,5,954
964,5009,1451,3558,6,2,9,77,445,1407,3,922
965,4920,1378,3542,7,2,10,62,422,1417,6,933
966,4900,1371,3529,9,1,9,70,447,1453,0,945
967,4815,1439,3376,8,1,16,69,481,1359,5,853
968,4856,1414,3442,4,0,14,68,420,1386,5,889
969,4952,1436,3516,9,0,6,67,471,1445,2,947
970,4845,1434,3411,10,1,6,50,456,1381,3,902
971,4786,1388,3398,13,2,12,62,426,1384,6,931
972,4927,1384,3543,10,0,13,56,473,1455,6,915
973,4871,1444,3427,12,0,12,89,433,1436,3,930
974,4865,1401,3464,5,4,8,71,447,1441,6,960
975,4876,1393,3483,10,0,14,52,433,1396,8,897
976,5101,1453,3648,12,4,15,61,468,1488,6,965
977,4949,1415,3534,11,3,8,71,404,1460,4,940
978,4925,1392,3533,10,1,12,71,425,1417,4,924
979,4854,1419,3435,7,1,17,75,452,1434,8,950
980,4815,1386,3429,8,1,9,52,415,1409,3,914
981,5072,1438,3634,4,1,6,78,406,1476,6,987
982,4854,1425,3429,16,0,7,61,416,1429,5,912
983,4875,1403,3472,8,2,9,71,414,1397,7,911
984,4889,1409,3480,4,1,7,55,431,1426,8,944
985,4855,1382,3473,9,1,7,81,427,1462,7,947
986,4888,1331,3557,8,1,9,75,379,1470,4,949
987,4829,1369,3460,7,0,6,68,446,1365,5,895
988,4861,1404,3457,6,1,12,54,448,1343,2,875
989,4897,1393,3504,10,4,11,58,424,1421,6,961
990,4879,1382,3497,10,1,15,64,396,1401,5,920
991,4889,1423,3466,8,0,14,56,408,1414,4,917
992,4972,1417,3555,11,0,11,71,461,1433,4,954
993,4825,1340,3485,11,2,13,74,412,1393,9,896
994,4923,1433,3490,8,0,8,56,442,1425,3,901
995,4942,1468,3474,6,1,15,62,445,1388,7,892
996,4885,1427,3458,10,0,13,62,459,1464,5,987
997,4975,1457,3518,7,2,5,67,465,1434,3,937
998,4929,1343,3586,7,1,9,58,417,1489,5,989
999,4930,1380,3550,8,1,13,68,440,1409,3,927
1000,4971,1430,3541,7,0,10,58,442,1475,4,986
1001,4910,1384,3526,9,1,10,45,419,1439,4,944
1002,5039,1441,3598,6,0,10,61,448,1454,5,930
1003,4786,1398,3388,10,0,15,63,449,1388,5,908
1004,4872,1410,3462,6,1,7,81,410,1423,7,950
1005,4948,1386,3562,8,0,5,55,452,1466,5,979
1006,5073,1419,3654,6,2,12,72,460,1501,3,962
1007,4737,1321,3416,8,0,13,64,418,1437,5,944
1008,4799,1369,3430,5,1,8,59,434,1393,6,880
1009,5068,1484,3584,7,3,13,65,406,1444,2,935
1010,4870,1402,3468,4,2,7,50,429,1403,3,918
1011,4874,1348,3526,7,2,7,54,399,1468,6,987
1012,4805,1378,3427,6,0,16,65,439,1387,6,920
1013,4796,1391,3405,9,1,8,66,418,1402,9,912
1014,4823,1372,3451,10,4,8,54,433,1433,8,914
1015,4975,1412,3563,11,1,13,74,424,1454,5,942
1016,4816,1394,3422,5,1,8,68,406,1431,6,931
1017,4876,1466,3410,7,1,13,70,457,1416,4,938
1018,4926,1386,3540,6,2,9,67,412,1481,2,957
1019,4883,1468,3415,10,2,11,73,394,1434,3,926
1020,4800,1401,3399,11,2,11,50,406,1407,5,938
1021,4857,1342,3515,9,0,9,66,443,1486,5,951
1022,4937,1415,3522,5,0,12,82,463,1436,5,928
1023,5004,1474,3530,12,0,10,67,442,1385,8,930
1024,5028,1429,3599,11,0,10,67,486,1503,4,987
1025,4824,1349,3475,6,1,16,78,410,1415,5,933
1026,4984,1443,3541,11,0,12,58,435,1465,3,954
1027,4988,1410,3578,12,4,12,53,415,1444,3,948
1028,4946,1392,3554,8,3,15,57,420,1481,7,958
1029,4905,1466,3439,7,0,14,71,468,1412,2,920
1030,4876,1359,3517,13,3,13,52,447,1397,4,891
1031,4784,1369,3415,8,2,11,70,426,1389,4,930
1032,4838,1404,3434,9,1,13,68,439,1428,0,945
1033,4969,1447,3522,10,0,6,59,470,1430,2,920
1034,4828,1380,3448,9,0,7,61,460,1430,4,961
1035,4997,1463,3534,9,1,19,58,435,1435,4,949
1036,4977,1382,3595,7,0,13,58,432,1553,7,1011
1037,4899,1370,3529,13,2,16,62,406,1465,5,985
1038,4743,1369,3374,11,1,14,63,428,1392,5,898
1039,4944,1441,3503,5,2,16,63,463,1414,6,896
1040,4894,1384,3510,4,0,8,77,425,1439,2,955
1041,4872,1393,3479,7,2,10,70,432,1437,6,942
1042,4821,1389,3432,9,3,18,75,439,1437,4,942
1043,4970,1433,3537,11,1,7,67,476,1458,8,974
1044,4867,1420,3447,8,1,10,61,432,1391,5,911
1045,4750,1378,3372,5,0,9,63,466,1344,5,875
1046,4940,1356,3584,9,2,5,56,420,1461,5,946
1047,4944,1414,3530,9,0,12,61,455,1463,4,946
1048,4876,1349,3527,8,2,11,60,429,1419,3,947
1049,4854,1350,3504,4,1,8,53,437,1450,8,938
1050,4981,1453,3528,14,2,9,55,394,1466,4,943
1051,4825,1380,3445,5,0,6,71,434,1397,1,936
1052,4823,1384,3439,14,1,13,44,430,1407,2,917
1053,4980,1440,3540,9,2,12,78,457,1451,6,961
1054,4869,1403,3466,10,1,12,55,433,1387,3,897
1055,4679,1330,3349,4,0,7,45,432,1406,3,930
1056,4965,1383,3582,13,0,9,67,452,1469,6,955
1057,4833,1364,3469,6,1,17,58,384,1375,4,936
1058,4846,1399,3447,9,2,9,70,423,1434,3,913
1059,4821,1416,3405,8,0,11,56,430,1313,8,856
1060,4881,1355,3526,11,0,12,51,416,1412,4,929
1061,4941,1437,3504,12,1,8,65,494,1415,7,929
1062,4742,1429,3313,11,2,12,66,465,1366,6,884
1063,4885,1425,3460,6,3,14,63,463,1394,7,914
1064,5018,1453,3565,9,0,9,53,420,1492,5,961
1065,4853,1424,3429,5,0,11,77,393,1396,6,878
1066,4854,1436,3418,10,3,15,55,425,1379,7,891
1067,4943,1450,3493,11,1,18,70,418,1437,4,948
1068,4780,1414,3366,10,0,12,67,460,1380,7,926
1069,5026,1390,3636,5,2,9,68,417,1449,4,953
1070,4869,1371,3498,8,1,13,64,425,1421,7,909
1071,4865,1427,3438,10,3,11,69,438,1391,5,924
1072,4776,1333,3443,10,0,7,61,423,1389,3,921
1073,4975,1442,3533,5,2,10,69,441,1449,7,901
1074,4884,1397,3487,7,0,11,62,439,1469,6,938
1075,4963,1395,3568,5,4,7,64,475,1487,5,958
1076,4888,1389,3499,8,0,9,64,410,1436,7,944
1077,4880,1393,3487,6,1,8,50,432,1466,7,927
1078,4828,1438,3390,8,5,10,67,452,1392,5,899
1079,4804,1355,3449,10,1,6,56,466,1342,5,842
1080,4831,1384,3447,6,2,9,64,422,1455,5,945
1081,4882,1408,3474,6,1,13,76,443,1504,4,966
1082,4764,1336,3428,8,0,15,56,417,1416,5,940
1083,4774,1353,3421,9,0,18,73,403,1360,5,889
1084,4866,1390,3476,7,3,10,74,430,1460,6,939
1085,4771,1335,3436,9,1,9,59,436,1443,9,947
1086,4870,1404,3466,3,2,8,67,422,1413,4,903
1087,4898,1336,3562,5,2,8,60,407,1458,4,938
1088,4834,1388,3446,7,2,15,65,427,1429,5,941
1089,4845,1371,3474,11,2,10,64,393,1425,4,903
1090,4898,1453,3445,12,0,11,76,438,1450,3,932
1091,4895,1387,3508,2,0,15,63,421,1460,7,945
1092,4900,1387,3513,5,3,10,71,429,1421,7,942
1093,4839,1415,3424,6,0,14,70,438,1438,3,914
1094,4942,1366,3576,11,4,11,71,423,1526,8,1006
1095,5207,1421,3786,7,1,9,60,502,1617,5,1036
