"as_of_year","respondent_id","agency_name","agency_abbr","agency_code","loan_type_name","loan_type","property_type_name","property_type","loan_purpose_name","loan_purpose","owner_occupancy_name","owner_occupancy","loan_amount_000s","preapproval_name","preapproval","action_taken_name","action_taken","msamd_name","msamd","state_name","state_abbr","state_code","county_name","county_code","census_tract_number","applicant_ethnicity_name","applicant_ethnicity","co_applicant_ethnicity_name","co_applicant_ethnicity","applicant_race_name_1","applicant_race_1","applicant_race_name_2","applicant_race_2","applicant_race_name_3","applicant_race_3","applicant_race_name_4","applicant_race_4","applicant_race_name_5","applicant_race_5","co_applicant_race_name_1","co_applicant_race_1","co_applicant_race_name_2","co_applicant_race_2","co_applicant_race_name_3","co_applicant_race_3","co_applicant_race_name_4","co_applicant_race_4","co_applicant_race_name_5","co_applicant_race_5","applicant_sex_name","applicant_sex","co_applicant_sex_name","co_applicant_sex","applicant_income_000s","purchaser_type_name","purchaser_type","denial_reason_name_1","denial_reason_1","denial_reason_name_2","denial_reason_2","denial_reason_name_3","denial_reason_3","rate_spread","hoepa_status_name","hoepa_status","lien_status_name","lien_status","edit_status_name","edit_status","sequence_number","population","minority_population","hud_median_family_income","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","application_date_indicator"
2017,"8111","National Credit Union Administration","NCUA",5,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,316,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Information not provided by applicant in mail, Internet, or telephone application",3,194,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,107,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,55,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"74-1110065","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,410,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Information not provided by applicant in mail, Internet, or telephone application",3,"Hispanic or Latino",1,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,48,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,2.02,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"504713","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home improvement",2,"Owner-occupied as a principal dwelling",1,473,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,202,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"7590","National Credit Union Administration","NCUA",5,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,300,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9506,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,177,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5272,22.88999939,81400,75.48999786,1757,2686,NA
2017,"23049","Office of the Comptroller of the Currency","OCC",1,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,253,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Not Hispanic or Latino",2,"Information not provided by applicant in mail, Internet, or telephone application",3,"White",5,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Male",1,"Information not provided by applicant in mail, Internet, or telephone application",3,89,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"26-4599244","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,94,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,30,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"16450","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,344,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,116,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"43-1965151","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,262,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,172,"Private securitization",5,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,195,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,101,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,5929,23.12000084,81400,88.87000275,1847,2574,NA
2017,"74-1110065","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,228,"Preapproval was requested",1,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9505.01,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,70,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,2.58,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8135,53.84999847,81400,83.01999664,1573,2534,NA
2017,"451965","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,212,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,130,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"27-1209306","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,213,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,67,"Affiliate institution",8,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"27-1209306","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,215,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,102,"Affiliate institution",8,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,100,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,103,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,216,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,128,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"2888798","Federal Reserve System","FRS",2,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,220,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,81,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"27-1209306","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,222,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,102,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,117,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,57,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"43-1965151","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,209,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"Information not provided by applicant in mail, Internet, or telephone application",6,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,52,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
