"Marital.status","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"Single",4,9085,1,"Secondary education",170,1,1,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",166.6,0,0,1,0,0,1,20,0,2,5,8,5,14.4,1,0,5,6,5,14,0,12.7,3.7,-1.7,"Dropout"
"Single",1,9085,1,"Some higher education",120,37,37,"Other","Unskilled worker",137.7,1,0,0,0,1,0,41,0,3,3,3,3,12.3333333333333,0,2,2,2,2,11,0,12.4,0.5,1.79,"Dropout"
"Divorced",2,9147,1,"Secondary education dropout",133.1,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",116.4,0,0,1,0,1,0,70,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,9147,1,"Secondary education",143,3,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",152.1,1,0,1,1,1,0,18,0,0,5,15,4,13.3333333333333,0,0,5,6,2,13.5,0,13.9,-0.3,0.79,"Dropout"
"Single",1,9119,1,"Secondary education",140,37,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",146.5,0,0,0,1,1,0,39,0,0,5,10,3,17.3333333333333,0,0,5,11,1,17,0,13.9,-0.3,0.79,"Dropout"
"Married",1,9147,1,"Secondary education dropout",133.1,37,19,"Unskilled worker","Intermediate Level Technicians and Professions",128,0,0,0,1,1,0,49,0,0,5,9,3,14,0,0,5,8,3,13.6666666666667,0,8.9,1.4,3.51,"Dropout"
"Single",1,8014,0,"Secondary education",133.1,37,11,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",96,0,0,1,0,1,0,50,0,0,6,6,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,"Dropout"
"Married",1,9991,0,"Secondary education dropout",133.1,38,38,"Other","Other",121.7,1,0,0,1,1,0,45,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,9119,1,"Secondary education",100,37,37,"Unskilled worker","Other",160,0,0,1,0,1,0,45,0,0,5,5,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,"Dropout"
"Divorced",1,9670,1,"Secondary education",140,2,1,"Intermediate Level Technicians and Professions","Unskilled worker",170,0,0,1,0,1,0,53,0,0,6,11,3,14.3333333333333,0,0,6,6,0,0,0,12.7,3.7,-1.7,"Dropout"
"Single",1,33,1,"Secondary education dropout",133.1,38,38,"Administrative staff","Other",140,0,0,1,1,1,0,35,0,3,10,18,6,12.6666666666667,0,1,9,11,3,12,2,16.2,0.3,-0.92,"Dropout"
"Single",1,8014,0,"Secondary education",140,37,37,"Other","Personal Services, Security and Safety Workers and Sellers",115.5,0,0,0,0,1,0,33,0,0,6,6,1,11,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,9773,1,"Secondary education",120,19,37,"Unskilled worker","Unskilled worker",118.3,0,0,1,0,1,1,18,0,0,6,11,5,12.1666666666667,0,0,6,15,3,12,0,13.9,-0.3,0.79,"Dropout"
"Divorced",1,9130,1,"Secondary education",140,37,37,"Other","Skilled Workers in Industry, Construction and Craftsmen",150,1,0,0,1,1,0,34,0,0,6,9,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",2,9254,1,"Secondary education",130,37,37,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",123.4,1,0,0,1,1,0,30,0,0,6,17,2,10,0,0,6,15,3,11.3333333333333,0,7.6,2.6,0.32,"Dropout"
"Single",1,9773,1,"Secondary education",158,1,19,"Other","Other",117.1,1,0,0,1,1,0,20,0,1,7,7,6,13.8333333333333,0,1,6,7,5,13,0,8.9,1.4,3.51,"Dropout"
"Single",1,9070,1,"Secondary education",124,19,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",113.9,1,0,0,1,1,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",1,9991,0,"Secondary education",150,1,19,"Administrative staff","Other",123,0,0,0,1,1,0,27,0,0,5,8,4,11.5,0,0,5,9,3,10.3333333333333,0,12.7,3.7,-1.7,"Dropout"
"Married",1,9003,1,"Secondary education",149,1,1,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",156.1,1,0,0,0,1,0,29,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9003,1,"Some higher education",130,1,19,"Administrative staff","Other",120,1,0,1,0,1,0,22,0,0,6,12,3,11.3333333333333,0,0,6,13,2,11,0,8.9,1.4,3.51,"Dropout"
"Married",1,9991,0,"Secondary education dropout",133.1,19,37,"Other","Unskilled worker",137.2,0,0,1,0,0,0,32,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",4,171,1,"Secondary education",132,1,19,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",138,1,0,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9670,1,"Secondary education",133.1,1,1,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",128.2,0,0,1,0,1,0,18,1,0,6,6,4,11.25,0,0,6,7,3,12.3333333333333,0,8.9,1.4,3.51,"Dropout"
"Single",1,9991,0,"Secondary education",130,37,2,"Unskilled worker","Other",126.5,1,0,0,0,1,0,23,0,10,15,24,12,11,0,10,14,21,11,11.3636363636364,1,7.6,2.6,0.32,"Dropout"
"Single",6,9773,1,"Secondary education",126,1,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119,1,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",1,9085,1,"Some higher education",140,1,1,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",140,1,0,1,1,0,0,22,0,2,6,9,6,12,0,1,6,12,3,12,0,13.9,-0.3,0.79,"Dropout"
"Single",1,171,1,"Secondary education",148,3,2,"Administrative staff","Other",131.6,1,0,0,1,0,0,21,0,6,12,12,8,13.875,0,4,11,13,9,12.7,1,8.9,1.4,3.51,"Dropout"
"Single",1,9670,1,"Secondary education",113,1,1,"Personal Services, Security and Safety Workers and Sellers","Other",106.7,1,0,1,1,0,0,20,0,0,6,10,2,11.6666666666667,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,"Dropout"
"Single",3,9085,1,"Secondary education",143,37,37,"Other","Other",159.1,0,0,1,1,0,1,18,0,0,5,5,5,14.4,0,0,5,5,5,14,0,7.6,2.6,0.32,"Dropout"
"Single",1,9500,1,"Secondary education",120,3,3,"Other","Other",149,0,0,0,0,1,0,36,0,0,6,15,2,11.5,0,0,7,9,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",2,9238,1,"Secondary education",117,19,1,"Unskilled worker","Other",110,1,0,1,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"Single",4,9773,1,"Secondary education",143,1,3,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",129.7,1,0,0,1,0,0,20,0,0,4,4,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout"
"Single",1,9238,1,"Secondary education",115,1,1,"Unskilled worker","Other",109.1,1,0,1,0,0,1,22,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",1,9670,1,"Secondary education",139,3,19,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",120.8,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9254,1,"Secondary education",136,39,3,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",128.7,1,0,0,1,0,0,20,0,0,6,8,6,11.6666666666667,0,0,6,10,6,11,0,13.9,-0.3,0.79,"Dropout"
"Single",1,9238,1,"Secondary education dropout",133.1,34,34,"Other","Other",118,0,0,0,1,0,0,47,0,0,6,12,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"Married",1,9130,1,"Secondary education",130,37,37,"Unskilled worker","Other",160,0,0,0,1,1,0,31,0,1,6,11,2,12,1,1,6,12,1,10,1,16.2,0.3,-0.92,"Dropout"
"Married",1,9119,1,"Secondary education",110,37,37,"Other","Personal Services, Security and Safety Workers and Sellers",150,1,0,0,1,1,0,46,0,0,5,6,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",3,9119,1,"Secondary education",138,3,3,"Intermediate Level Technicians and Professions","Other",125.4,1,1,0,1,1,0,19,0,0,5,10,3,13.3333333333333,0,0,5,9,4,10.75,0,8.9,1.4,3.51,"Dropout"
"Single",1,9003,1,"Secondary education dropout",133.1,37,1,"Unskilled worker","Other",130,0,0,0,1,1,0,28,0,0,6,6,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,"Dropout"
"Single",4,9119,1,"Secondary education",115,19,37,"Administrative staff","Other",113.3,1,0,0,1,1,0,23,0,0,5,7,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",2,9119,1,"Secondary education",136,1,2,"Personal Services, Security and Safety Workers and Sellers","Other",122.7,1,0,0,1,1,0,18,0,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,"Dropout"
"Single",2,9147,1,"Secondary education dropout",133.1,19,38,"Unskilled worker","Unskilled worker",120,1,0,1,0,1,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9070,1,"Some higher education",120,1,19,"Personal Services, Security and Safety Workers and Sellers","Other",119.8,0,0,0,1,1,0,21,0,2,7,7,2,12,0,5,9,10,7,12.1428571428571,0,12.4,0.5,1.79,"Dropout"
"Single",1,9670,1,"Secondary education",133.1,38,19,"Unskilled worker","Other",122.9,0,0,1,0,1,0,25,0,0,6,7,3,14,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,"Dropout"
"Single",1,9085,1,"Some higher education",160,1,1,"Personal Services, Security and Safety Workers and Sellers","Other",160,1,1,0,0,1,0,19,0,2,6,6,6,14,0,1,6,11,6,13.5,0,12.4,0.5,1.79,"Dropout"
"Single",1,9119,1,"Secondary education dropout",133.1,37,38,"Intermediate Level Technicians and Professions","Skilled Workers in Industry, Construction and Craftsmen",96.7,0,0,0,1,1,1,29,0,0,5,6,0,0,0,0,5,7,0,0,0,12.4,0.5,1.79,"Dropout"
"Married",1,9119,1,"Secondary education",120,34,34,"Other","Other",140,1,0,0,1,1,0,33,0,0,5,14,1,18,0,0,5,9,2,13,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9070,1,"Secondary education",119,38,19,"Unskilled worker","Unskilled worker",115.2,0,0,0,1,1,1,21,0,0,6,8,4,11.5,0,0,6,7,5,11,0,15.5,2.8,-4.06,"Dropout"
"Single",2,9556,1,"Secondary education",130,19,19,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",100,0,0,0,1,1,1,25,0,0,7,7,2,10,0,0,7,7,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9070,1,"Some higher education",120,19,1,"Unskilled worker","Intermediate Level Technicians and Professions",120,1,0,0,1,1,0,23,0,2,7,8,5,12.2,0,5,9,10,7,12.1428571428571,1,16.2,0.3,-0.92,"Dropout"
"Single",1,9003,1,"Secondary education",110,19,37,"Unskilled worker","Other",120,0,0,1,0,1,0,31,0,0,6,15,1,11,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",1,171,1,"Secondary education",147,37,38,"Other","Other",133.3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",1,8014,0,"Higher education",140,37,12,"Unskilled worker","Other",140,0,0,0,0,0,0,26,0,0,5,9,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Married",1,9991,0,"Some higher education",130,1,37,"Administrative staff","Unskilled worker",130,0,0,0,0,0,0,21,0,0,5,12,3,11.3333333333333,0,0,5,10,1,13,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9147,1,"Secondary education",114,19,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",107.7,0,0,0,1,0,0,19,0,0,5,7,2,10,0,0,5,11,2,14,0,10.8,1.4,1.74,"Dropout"
"Single",2,9147,1,"Secondary education",121,19,19,"Unskilled worker","Unskilled worker",126.3,1,0,0,1,0,0,20,0,0,5,12,1,10,2,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"Single",4,9670,1,"Secondary education",127,1,1,"Other","Skilled Workers in Industry, Construction and Craftsmen",116.5,1,0,0,1,0,0,20,0,0,6,7,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",1,171,1,"Secondary education",150,38,19,"Other","Other",134.6,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9500,1,"Secondary education",140,37,37,"Unskilled worker","Other",135.5,0,0,0,1,0,0,32,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"Married",1,9991,0,"Secondary education",147,34,34,"Other","Other",111.7,1,0,0,1,0,0,28,0,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Married",1,8014,0,"Secondary education dropout",133.1,37,37,"Other","Other",100,1,0,0,1,0,0,37,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",6,9238,1,"Secondary education",131,1,3,"Administrative staff","Other",131.7,1,0,0,1,0,0,18,0,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9500,1,"Secondary education dropout",133.1,37,37,"Unskilled worker","Other",120,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,"Dropout"
"Single",1,9238,1,"Secondary education",133.1,19,37,"Other","Other",137,1,0,0,1,0,0,19,0,0,6,10,0,0,4,0,6,0,0,0,0,7.6,2.6,0.32,"Dropout"
"Married",1,9147,1,"Secondary education",140,37,37,"Unskilled worker","Unskilled worker",127.7,1,0,0,1,0,0,31,0,0,5,8,3,11,0,0,5,9,2,11.5,0,7.6,2.6,0.32,"Dropout"
"Single",1,9500,1,"Secondary education dropout",133.1,38,38,"Unskilled worker","Unskilled worker",114.8,0,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10,0,13.9,-0.3,0.79,"Dropout"
"Divorced",1,8014,0,"Secondary education dropout",133.1,37,37,"Other","Skilled Workers in Industry, Construction and Craftsmen",110,0,0,0,0,0,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11,0,9.4,-0.8,-3.12,"Dropout"
"Single",2,9773,1,"Secondary education",133.1,3,5,"Other","Other",125.8,1,0,0,0,1,1,22,0,0,4,8,0,0,0,0,4,8,0,0,0,7.6,2.6,0.32,"Dropout"
"Married",1,9991,0,"Secondary education",133.1,37,37,"Unskilled worker","Unskilled worker",132.8,0,0,1,0,1,0,45,0,0,5,9,0,0,0,0,5,11,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",5,9500,1,"Secondary education",137,19,1,"Other","Other",129.3,0,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9119,1,"Secondary education",120,3,1,"Other","Unskilled worker",108.2,1,0,0,1,1,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12,0,7.6,2.6,0.32,"Dropout"
"Single",4,9670,1,"Secondary education",125,1,1,"Administrative staff","Other",125.4,1,0,0,1,1,0,19,0,0,5,6,3,13.3333333333333,0,0,5,5,1,11,0,7.6,2.6,0.32,"Dropout"
"Single",3,9670,1,"Secondary education",134,14,11,"Other","Other",128.4,1,0,0,0,1,0,19,0,0,5,5,0,0,0,0,4,4,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,9003,1,"Secondary education dropout",133.1,37,19,"Unskilled worker","Other",120,0,0,0,1,1,0,58,0,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout"
"Married",1,9991,0,"Secondary education",135,34,34,"Other","Other",134.1,1,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Divorced",1,9147,1,"Secondary education",133.1,37,38,"Other","Intermediate Level Technicians and Professions",123,1,0,0,1,1,0,33,0,0,5,5,1,10,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Married",2,9119,1,"Secondary education dropout",133.1,37,37,"Other","Skilled Workers in Industry, Construction and Craftsmen",118,0,0,0,0,1,0,33,0,0,5,11,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9991,0,"Secondary education dropout",133.1,19,37,"Other","Personal Services, Security and Safety Workers and Sellers",155.5,1,0,1,0,1,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.6666666666667,0,10.8,1.4,1.74,"Dropout"
"Single",1,9119,1,"Post-graduate studies",120,35,35,"Other","Other",128.2,1,0,0,1,1,0,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,"Dropout"
"Single",1,9070,1,"Secondary education",134,1,1,"Personal Services, Security and Safety Workers and Sellers","Other",133.3,1,0,0,1,1,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",2,9085,1,"Secondary education",133.1,19,38,"Unskilled worker","Other",100,1,0,1,0,1,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,"Dropout"
"Single",1,9773,1,"Secondary education",143,1,3,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",149,1,0,0,1,0,0,18,0,0,6,8,6,11.4285714285714,0,0,6,7,6,11,0,11.1,0.6,2.02,"Dropout"
"Single",3,9070,1,"Secondary education",146,34,34,"Other","Other",143.6,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13,0,7.6,2.6,0.32,"Dropout"
"Single",3,9070,1,"Secondary education",132,38,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.3,0,1,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",2,9773,1,"Secondary education",125,19,1,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",122.2,1,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"Single",1,9147,1,"Secondary education",138,37,1,"Unskilled worker","Unskilled worker",123.7,1,0,1,1,0,1,19,0,0,5,5,4,11,0,0,5,5,0,0,0,11.1,0.6,2.02,"Dropout"
"Single",4,9670,1,"Secondary education",110,19,37,"Unskilled worker","Other",106.1,1,1,1,0,0,1,18,0,0,6,6,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"Single",3,9085,1,"Secondary education",128,1,19,"Administrative staff","Other",124.2,0,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,"Dropout"
"Single",1,9238,1,"Secondary education",125,1,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",119.8,0,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"Single",1,9991,0,"Some higher education",120,1,19,"Administrative staff","Unskilled worker",120,0,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",3,9500,1,"Secondary education",138,3,3,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",130,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,"Dropout"
"Single",2,9500,1,"Secondary education",131,1,37,"Administrative staff","Other",126.1,1,0,0,1,0,1,19,0,0,7,7,7,12.4957142857143,0,0,8,9,7,12.2428571428571,0,11.1,0.6,2.02,"Dropout"
"Single",1,9670,1,"Secondary education dropout",133.1,1,19,"Other","Personal Services, Security and Safety Workers and Sellers",100,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9238,1,"Some higher education",130,1,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128.3,0,0,1,0,0,0,23,0,5,9,12,7,13.5714285714286,0,4,9,14,4,13.25,0,8.9,1.4,3.51,"Dropout"
"Single",1,9070,1,"Secondary education",133.1,19,19,"Other","Skilled Workers in Industry, Construction and Craftsmen",117,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,8014,0,"Some higher education",130,19,1,"Personal Services, Security and Safety Workers and Sellers","Other",130,1,0,1,0,0,0,23,0,7,12,12,11,14,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,"Dropout"
"Single",2,9130,1,"Secondary education",127,3,1,"Other","Other",116.5,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",3,9773,1,"Secondary education",127,19,19,"Personal Services, Security and Safety Workers and Sellers","Other",120,0,0,0,1,0,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout"
"Single",4,9773,1,"Secondary education",130,19,19,"Administrative staff","Other",121.3,1,0,0,1,0,0,20,0,0,6,12,5,12,0,0,6,8,6,11.5714285714286,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9853,1,"Secondary education",125,37,37,"Unskilled worker","Unskilled worker",114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.6666666666667,0,0,6,7,3,10.6666666666667,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9085,1,"Post-graduate studies",122,19,19,"Unskilled worker","Unskilled worker",126.2,1,0,0,1,0,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,"Dropout"
"Single",1,9130,1,"Secondary education",122,19,19,"Unskilled worker","Unskilled worker",121.7,1,0,0,0,0,0,22,0,0,6,0,0,0,0,0,2,2,0,0,2,9.4,-0.8,-3.12,"Dropout"
"Single",2,9500,1,"Secondary education",124,34,34,"Other","Other",123.3,1,0,0,1,0,1,20,0,0,8,8,7,14.9014285714286,1,0,8,8,7,14.9014285714286,1,9.4,-0.8,-3.12,"Dropout"
"Single",1,9991,0,"Some higher education",110,19,37,"Personal Services, Security and Safety Workers and Sellers","Unskilled worker",128.2,0,0,0,0,0,0,22,0,7,12,12,7,11,0,5,5,5,5,10.6,0,8.9,1.4,3.51,"Dropout"
"Single",1,9070,1,"Secondary education",160,3,38,"Other","Unskilled worker",152,1,0,0,0,0,0,19,0,0,5,5,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,9254,1,"Secondary education",122,37,37,"Personal Services, Security and Safety Workers and Sellers","Other",114.3,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,171,1,"Some higher education",110,37,37,"Personal Services, Security and Safety Workers and Sellers","Other",108.3,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11,0,12.4,0.5,1.79,"Dropout"
"Single",1,171,1,"Secondary education",145,37,37,"Unskilled worker","Other",150.3,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9254,1,"Secondary education",123,38,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",120.6,1,0,0,0,0,0,19,0,0,6,9,3,11.6666666666667,0,0,6,15,1,10,0,10.8,1.4,1.74,"Dropout"
"Single",2,9773,1,"Secondary education",139,3,1,"Other","Skilled Workers in Industry, Construction and Craftsmen",124,1,0,0,1,0,1,20,0,0,6,6,6,14,0,0,6,7,6,13.8571428571429,0,15.5,2.8,-4.06,"Dropout"
"Single",4,9254,1,"Secondary education",130,19,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130,1,0,0,1,1,0,18,0,0,6,7,4,11,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,"Dropout"
"Divorced",1,9500,1,"Secondary education",133.1,37,37,"Unskilled worker","Unskilled worker",130,0,0,1,1,0,0,38,0,0,7,13,3,11.8333333333333,0,0,7,14,2,10,0,16.2,0.3,-0.92,"Dropout"
"Legally separated",1,9500,1,"Secondary education",133.1,37,37,"Unskilled worker","Unskilled worker",110,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.3333333333333,0,16.2,0.3,-0.92,"Dropout"
"Single",1,9085,1,"Some higher education",140,19,38,"Unskilled worker","Unskilled worker",138.2,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,"Dropout"
"Single",1,9147,1,"Secondary education",140,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",132.3,1,0,0,1,0,0,20,0,0,5,9,1,10,0,0,5,10,1,11,0,7.6,2.6,0.32,"Dropout"
"Single",2,9130,1,"Higher education",140,34,34,"Other","Other",140,0,0,0,1,0,0,25,0,0,5,9,0,0,4,0,5,9,0,0,3,10.8,1.4,1.74,"Dropout"
"Single",1,9070,1,"Higher education",140,37,2,"Unskilled worker","Intermediate Level Technicians and Professions",140,0,0,0,0,0,0,23,0,0,3,3,2,10,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,9853,1,"Secondary education",120,1,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",113.9,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.3333333333333,0,12.7,3.7,-1.7,"Dropout"
"Married",2,9147,1,"Secondary education",150,19,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",101,0,0,1,0,0,0,29,0,0,5,8,3,10.6666666666667,0,0,5,14,2,14.8,0,10.8,1.4,1.74,"Dropout"
"Married",1,9003,1,"Secondary education",120,37,37,"Unskilled worker","Unskilled worker",125.7,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,"Dropout"
"Single",1,9556,1,"Secondary education",140,37,37,"Unskilled worker","Unskilled worker",128,1,0,0,0,0,0,32,0,0,7,7,0,0,7,0,8,8,0,0,7,10.8,1.4,1.74,"Dropout"
"Single",2,171,1,"Secondary education",136,39,1,"Intermediate Level Technicians and Professions","Other",134.3,1,0,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Dropout"
