"locality","type_of_property","subtype_of_property","price","type_of_sale","number_of_rooms","house_area","fully_equipped_kitchen","furnished","open_fire","terrace","terrace_area","garden","garden_area","surface_of_the_land","surface_of_the_plot_of_land","number_of_facades","swimming_pool","state_of_the_building","construction_year"
9000,"apartment","apartment","249000","for sale",1,"63",0,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2005"
2930,"house","house","635000","for sale",4,"450",0,"None",0,0,"None",1,"None",2100,"None","None",0,"None","1970"
1310,"house","villa","500000","for sale",4,"200",1,"None",1,1,"15",1,"None",487,"None","4",0,"as new","1957"
9160,"apartment","duplex","345000","for sale",3,"119",1,"None",0,0,"None",1,"None",NA,"None","None",0,"as new","2019"
2300,"house","house","159000","for sale",2,"134",1,"None",0,1,"None",0,"None",160,"None","2",0,"to renovate","None"
3400,"house","house","385000","for sale",5,"250",1,"None",0,1,"None",0,"None",450,"None","4",0,"just renovated","None"
4540,"house","house","139000","for sale",2,"115",1,"None",0,1,"7",1,"40",100,"None","3",0,"good","None"
9890,"house","house","419000","for sale",3,"317",0,"None",0,1,"None",1,"None",536,"None","3",0,"None","1991"
1420,"apartment","apartment","354500","for sale",2,"133",1,"None",0,1,"35",0,"None",NA,"None","2",0,"None","2020"
1050,"apartment","flat studio","215000","for sale",0,"41",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2018"
8900,"apartment","apartment","400000","for sale",2,"91",0,"None",0,1,"17",0,"None",NA,"None","2",0,"as new","2018"
8300,"apartment","apartment","745000","for sale",3,"84",0,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","1972"
1400,"apartment","apartment","185000","for sale",3,"190",1,"None",0,1,"20",0,"None",NA,"None","2",0,"to renovate","1977"
4570,"house","other property","130000","for sale",3,"None",0,"None",0,0,"None",0,"None",1239,"None","4",0,"to restore","None"
4630,"apartment","ground floor","188000","for sale",2,"110",1,"None",0,0,"None",0,"None",NA,"None","None",0,"None","2019"
6890,"house","house","256259","for sale",3,"None",0,"None",0,0,"None",1,"None",1459,"None","4",0,"as new","None"
8770,"apartment","apartment","196793","for sale",2,"95",0,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2019"
1210,"apartment","apartment","290000","for sale",2,"105",1,"None",0,1,"3",0,"None",NA,"None","None",0,"to renovate","1936"
5100,"house","villa","395000","for sale",4,"180",1,"None",0,0,"None",1,"None",1398,"None","4",0,"good","1986"
1600,"house","house","350000","for sale",3,"150",0,"None",0,1,"None",0,"None",204,"None","3",0,"good","1932"
6940,"apartment","apartment","160000","for sale",2,"None",0,"None",0,0,"None",0,"None",NA,"None","None",0,"just renovated","None"
1180,"apartment","apartment","390000","for sale",2,"110",0,"None",0,0,"None",0,"None",NA,"None","3",0,"good","1930"
3221,"house","house","310000","for sale",2,"96",1,"None",0,0,"None",1,"None",1480,"None","4",0,"to be done up","2003"
4690,"house","mansion","600000","for sale",6,"310",1,"None",0,0,"None",1,"1000",1339,"None","4",0,"as new","2000"
1060,"apartment","apartment","695000","for sale",2,"163",0,"None",0,1,"None",1,"150",NA,"None","None",0,"as new","2019"
1730,"house","house","331500","for sale",3,"144",1,"None",0,1,"25",1,"100",165,"None","2",0,"good","2019"
8430,"apartment","apartment","135000","for sale",2,"73",1,"None",0,0,"None",0,"None",NA,"None","4",0,"good","1955"
3071,"house","bungalow","325000","for sale",2,"None",1,"None",1,1,"None",0,"None",684,"None","4",0,"None","1970"
1070,"house","apartment block","530000","for sale",6,"297",1,"None",0,0,"None",1,"80",193,"None","3",0,"to restore","1939"
8370,"house","house","189000","for sale",2,"77",1,"None",0,1,"20",0,"None",70,"None","None",0,"to be done up","None"
9400,"house","house","229000","for sale",3,"164",1,"None",0,1,"None",0,"None",293,"None","2",0,"None","2019"
8900,"apartment","penthouse","415000","for sale",3,"166",1,"None",0,1,"24",0,"None",NA,"None","None",0,"as new","None"
7090,"apartment","apartment","150000","for sale",1,"66",0,"None",0,1,"20",1,"None",NA,"None","4",0,"None","2019"
8400,"apartment","apartment","109000","for sale",1,"76",1,"None",0,0,"None",0,"None",NA,"None","None",0,"to renovate","None"
4900,"house","villa","350000","for sale",5,"170",1,"None",1,1,"13",1,"None",846,"None","4",0,"good","1978"
1500,"apartment","apartment","275808","for sale",2,"84",1,"None",0,1,"5",0,"None",NA,"None","2",0,"good","None"
5000,"house","house","345000","for sale",5,"184",1,"None",0,1,"None",0,"None",2613,"None","4",0,"to be done up","None"
4400,"house","house","282650","for sale",3,"140",0,"None",0,1,"None",0,"None",810,"None","3",0,"None","2020"
9400,"house","house","339000","for sale",4,"230",1,"None",0,1,"25",1,"160",361,"None","2",0,"as new","1935"
8300,"house","house","275000","for sale",3,"None",0,"None",0,1,"None",1,"None",253,"None","None",0,"as new","1960"
8370,"apartment","apartment","139000","for sale",2,"87",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1950"
9506,"house","house","325000","for sale",3,"208",0,"None",0,0,"None",1,"None",2498,"None","None",0,"to be done up","1965"
2900,"house","house","299000","for sale",3,"180",1,"None",0,0,"None",1,"120",221,"None","None",0,"good","1978"
4460,"house","house","135000","for sale",3,"149",0,"None",0,1,"26",1,"140",219,"None","None",0,"good","1958"
2400,"house","house","140000","for sale",3,"None",0,"None",0,0,"None",0,"None",529,"None","3",0,"None","1963"
4000,"apartment","apartment","252000","for sale",2,"86",1,"None",0,1,"10",0,"None",NA,"None","4",0,"None","2019"
1932,"house","town house","475000","for sale",3,"None",1,"None",1,1,"None",1,"None",5,"None","3",0,"good","1970"
1070,"apartment","duplex","285000","for sale",3,"125",1,"None",0,1,"20",1,"23",NA,"None","3",0,"good","1930"
5310,"house","house","279000","for sale",3,"177",1,"None",0,1,"None",1,"354",354,"None","3",0,"as new","2020"
9790,"house","house","329000","for sale",3,"150",0,"None",0,1,"None",0,"None",336,"None","None",0,"as new","2009"
7000,"house","house","295000","for sale",2,"50",1,"None",0,0,"None",0,"None",0,"None","3",0,"good","None"
8301,"apartment","apartment","375000","for sale",3,"95",1,"None",0,0,"None",0,"None",NA,"None","None",0,"None","1996"
9200,"house","other property","497000","for sale",4,"None",1,"None",0,0,"None",0,"None",0,"None","4",0,"to renovate","1962"
3930,"apartment","apartment","280000","for sale",2,"102",1,"None",0,0,"None",0,"None",NA,"None","3",0,"as new","2021"
8400,"apartment","apartment","775000","for sale",3,"None",0,"None",0,1,"None",0,"None",NA,"None","None",0,"None","1995"
8430,"apartment","duplex","199000","for sale",2,"42",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","2006"
1050,"apartment","apartment","162000","for sale",1,"53",1,"None",0,1,"9",0,"None",NA,"None","None",0,"to be done up","1978"
3730,"house","house","245000","for sale",3,"None",0,"None",0,0,"None",0,"None",0,"None","None",0,"None","2019"
9100,"house","house","698000","for sale",3,"264",1,"None",1,1,"None",0,"None",1920,"None","4",0,"good","None"
1410,"house","villa","799000","for sale",5,"320",1,"None",1,1,"None",1,"None",806,"None","4",0,"good","1978"
4000,"apartment","apartment","302500","for sale",4,"158",1,"None",0,1,"None",0,"None",NA,"None","3",0,"as new","2020"
6830,"house","house","625000","for sale",6,"340",1,"None",0,1,"None",0,"None",1950,"None","4",0,"good","2008"
9060,"house","house","245000","for sale",4,"270",0,"None",0,0,"None",1,"51",256,"None","None",0,"to renovate","1961"
1180,"house","house","420000","for sale",4,"150",1,"None",0,1,"None",1,"205",274,"None","2",0,"to renovate","1931"
8670,"apartment","apartment","235000","for sale",2,"61",0,"None",0,0,"None",0,"None",NA,"None","None",0,"None","1967"
6781,"house","house","175000","for sale",3,"None",1,"None",0,0,"None",0,"None",178,"None","2",0,"to renovate","None"
1380,"house","villa","670000","for sale",4,"210",1,"None",0,1,"50",1,"1800",2207,"None","4",0,"as new","2000"
8760,"house","house","278000","for sale",3,"146",1,"None",0,0,"None",1,"None",299,"None","None",0,"None","None"
9000,"apartment","flat studio","92000","for sale",0,"None",1,"None",0,0,"None",0,"None",NA,"None","4",0,"good","None"
3550,"apartment","apartment","330000","for sale",4,"165",1,"None",0,0,"None",0,"None",NA,"None","4",0,"None","1991"
1980,"apartment","apartment","347396","for sale",3,"124",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","None"
1000,"apartment","apartment","695000","for sale",3,"165",1,"None",0,1,"5",0,"None",NA,"None","2",0,"good","1968"
1200,"apartment","apartment","379000","for sale",2,"97",1,"None",0,1,"17",0,"None",NA,"None","4",0,"as new","2022"
7611,"house","house","219000","for sale",3,"125",1,"None",0,1,"30",1,"1000",1341,"None","3",0,"None","None"
1400,"house","house","365000","for sale",3,"150",1,"None",0,1,"None",0,"None",469,"None","4",0,"as new","None"
8560,"house","house","185000","for sale",3,"168",1,"None",0,0,"None",1,"None",328,"None","3",0,"to be done up","1954"
4040,"house","house","245900","for sale",4,"170",1,"None",0,1,"20",1,"150",340,"None","3",0,"just renovated","1970"
2850,"house","house","235000","for sale",3,"125",0,"None",0,1,"None",0,"None",175,"None","2",0,"to be done up","1937"
4721,"house","house","260000","for sale",3,"122",0,"None",0,1,"None",0,"None",316,"None","3",0,"good","2005"
8500,"apartment","apartment","309500","for sale",3,"98",1,"None",0,1,"5",1,"None",NA,"None","None",0,"None","2019"
8300,"apartment","apartment","750000","for sale",2,"90",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","2015"
9500,"apartment","apartment","148000","for sale",2,"80",1,"None",0,1,"None",0,"None",NA,"None","None",0,"to be done up","1992"
5070,"house","house","156000","for sale",4,"200",1,"None",0,1,"None",1,"200",360,"None","2",0,"good","1971"
6560,"house","house","125000","for sale",3,"100",1,"None",0,1,"30",1,"300",350,"None","2",0,"None","None"
9280,"house","exceptional property","945000","for sale",6,"474",0,"None",0,1,"40",1,"None",10517,"None","4",0,"just renovated","1860"
2400,"house","house","179000","for sale",2,"120",1,"None",0,0,"None",1,"190",190,"None","2",0,"just renovated","None"
1130,"apartment","apartment","270959","for sale",2,"86",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","None"
9220,"apartment","apartment","254000","for sale",2,"102",1,"None",0,1,"9",0,"None",NA,"None","2",0,"None","2020"
2200,"house","house","835000","for sale",3,"295",1,"None",0,1,"6",1,"None",10388,"None","4",0,"good","None"
2260,"house","house","359000","for sale",4,"None",1,"None",0,0,"None",0,"None",1000,"None","4",0,"as new","1960"
1350,"house","house","225000","for sale",3,"180",1,"None",0,1,"None",1,"270",270,"None","3",0,"good","1950"
2560,"house","house","385000","for sale",3,"None",1,"None",0,1,"None",1,"None",785,"None","3",0,"None","1904"
8620,"house","villa","655000","for sale",4,"232",1,"None",0,0,"None",1,"305",422,"None","4",0,"as new","2019"
3850,"house","house","330000","for sale",3,"187",1,"None",0,1,"24",1,"450",697,"None","3",0,"as new","2020"
1700,"house","exceptional property","739000","for sale",6,"362",1,"None",0,0,"None",0,"None",1159,"None","4",0,"good","1979"
2260,"house","house","435000","for sale",4,"None",1,"None",0,1,"20",1,"27",600,"None","None",0,"as new","2010"
8870,"house","house","369000","for sale",3,"None",1,"None",0,1,"None",1,"None",658,"None","4",0,"None","1997"
3190,"house","house","395000","for sale",4,"185",1,"None",0,0,"None",1,"None",1100,"None","4",0,"good","1968"
9200,"house","house","199000","for sale",3,"175",0,"None",0,1,"None",0,"None",74,"None","None",0,"as new","1968"
4520,"house","house","139000","for sale",2,"150",0,"None",0,1,"16",1,"222",222,"None","2",0,"good","None"
9030,"house","villa","579000","for sale",3,"None",0,"None",0,0,"None",0,"None",584,"None","4",0,"good","1953"
2000,"apartment","apartment","465000","for sale",2,"110",0,"None",0,1,"21",0,"None",NA,"None","2",0,"good","2008"
8660,"apartment","duplex","275000","for sale",3,"95",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","2019"
3920,"house","house","259500","for sale",4,"150",0,"None",0,0,"None",0,"None",560,"None","None",0,"None","2007"
1640,"house","house","435700","for sale",3,"198",1,"None",0,0,"None",0,"None",461,"None","3",0,"as new","2019"
2070,"house","house","279000","for sale",3,"None",0,"None",0,1,"25",1,"None",294,"None","None",0,"as new","None"
6061,"house","house","85000","for sale",2,"122",1,"None",0,1,"None",0,"None",140,"None","2",0,"good","None"
6040,"house","house","165000","for sale",3,"110",1,"None",0,1,"20",1,"100",182,"None","2",0,"good","1935"
7100,"house","house","190000","for sale",3,"180",1,"None",0,1,"None",0,"None",0,"None","2",0,"good","None"
7760,"house","other property","220000","for sale",3,"180",1,"None",0,0,"None",1,"350",1035,"None","2",0,"good","None"
6000,"house","apartment block","149000","for sale",0,"None",0,"None",0,0,"None",0,"None",0,"None","2",0,"None","None"
8400,"apartment","apartment","240000","for sale",2,"73",0,"None",0,1,"5",0,"None",NA,"None","None",0,"None","2020"
8300,"apartment","apartment","278000","for sale",2,"53",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","None"
7864,"house","house","249000","for sale",4,"None",1,"None",0,0,"None",0,"None",1660,"None","3",0,"to renovate","None"
9255,"house","house","359000","for sale",2,"None",0,"None",0,0,"None",1,"None",1700,"None","4",0,"good","None"
8820,"house","house","285000","for sale",3,"140",1,"None",0,0,"None",0,"None",314,"None","2",0,"None","None"
8790,"apartment","apartment","223500","for sale",2,"79",1,"None",0,1,"12",0,"None",NA,"None","2",0,"good","2020"
2382,"house","house","365000","for sale",3,"177",0,"None",1,1,"50",1,"None",670,"None","None",0,"good","1937"
1180,"apartment","apartment","285000","for sale",2,"85",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","1956"
4140,"apartment","apartment","262500","for sale",2,"93",0,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2020"
8000,"apartment","apartment","269000","for sale",2,"140",1,"None",0,1,"21",0,"None",NA,"None","4",0,"as new","None"
3650,"house","mixed use building","350000","for sale",4,"318",1,"None",0,1,"None",1,"965",965,"None","4",0,"good","1981"
7340,"apartment","apartment","163925","for sale",2,"99",1,"None",0,1,"5",0,"None",NA,"None","2",0,"None","2017"
9500,"house","house","450000","for sale",3,"178",0,"None",0,0,"None",1,"None",2300,"None","4",0,"None","None"
8760,"house","house","249500","for sale",3,"None",0,"None",0,1,"12",0,"None",0,"None","None",0,"as new","None"
8310,"apartment","apartment","276000","for sale",2,"105",1,"None",0,0,"None",0,"None",NA,"None","2",0,"None","None"
4960,"house","house","229000","for sale",5,"246",0,"None",0,1,"None",1,"720",0,"None","2",0,"None","None"
9300,"apartment","apartment","425000","for sale",4,"None",0,"None",0,1,"None",0,"None",NA,"None","None",0,"None","None"
3600,"house","house","450000","for sale",4,"232",0,"None",0,1,"None",1,"None",1831,"None","None",0,"None","1987"
5570,"house","country cottage","549000","for sale",5,"250",0,"None",0,0,"None",0,"None",80991,"None","4",0,"to renovate","None"
8450,"apartment","apartment","130000","for sale",2,"None",0,"None",0,1,"None",1,"None",NA,"None","2",0,"good","None"
8820,"house","house","345500","for sale",3,"158",0,"None",0,0,"None",1,"None",537,"None","3",0,"good","None"
1150,"apartment","apartment","250000","for sale",1,"80",1,"None",0,1,"10",0,"None",NA,"None","2",0,"good","1955"
4032,"house","house","160000","for sale",4,"147",1,"None",0,0,"None",1,"260",337,"None","2",0,"to be done up","None"
2070,"apartment","apartment","189000","for sale",2,"None",0,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","None"
5530,"house","exceptional property","595000","for sale",5,"404",1,"None",0,0,"None",1,"520",1878,"None","3",0,"just renovated","1918"
1300,"house","villa","699000","for sale",7,"381",1,"None",0,1,"75",1,"705",705,"None","4",0,"as new","2020"
1030,"house","house","795000","for sale",5,"250",0,"None",0,1,"None",1,"150",434,"None","3",0,"to renovate","1924"
9000,"house","house","359000","for sale",2,"138",0,"None",0,0,"None",0,"None",75,"None","2",0,"as new","None"
8300,"apartment","ground floor","435000","for sale",2,"70",1,"None",0,1,"28",0,"None",NA,"None","3",0,"good","1983"
7090,"apartment","apartment","389500","for sale",3,"146",1,"None",0,1,"69",0,"None",NA,"None","3",0,"None","2020"
1050,"apartment","apartment","255000","for sale",1,"56",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1964"
9270,"house","house","155000","for sale",2,"63",1,"None",0,0,"None",0,"None",120,"None","3",0,"None","None"
1745,"house","house","235000","for sale",4,"None",0,"None",0,1,"None",0,"None",450,"None","2",0,"None","1899"
8400,"apartment","apartment","295000","for sale",2,"107",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","1989"
3920,"house","house","325000","for sale",3,"203",0,"None",0,1,"None",0,"None",1000,"None","4",0,"None","None"
